action,decision,v_stay,v_leave,note,step,row,col,resource,reward_total,total_digs,overall,E_next_here,resource_before,resource_after,Q_stay,Q_leave,stay_prob,E_next_here_unboosted,richness_factor,label_factor,can_dig,can_move,available_mines_here,overall_label,explorer_label,mine_id,dig_success,reward_gained,depleted,remaining_after,move_choice_label,move_probs,move_label_scores,move_e_next,cfg_init_resource,cfg_move_cost,cfg_dig_cost,cfg_reward_amount,cfg_beta_trust,cfg_stay_leave_temp,cfg_move_temp,cfg_K,cfg_SIGMA2,cfg_baseline_mode,lambda_rate,R_ENV,R_ENV_learned,cfg_richness_alpha,cfg_richness_kappa,cfg_label_alpha,post_k0,post_k1,post_k2
decide,stay,,,,4,2,1,,4.0,4,,1.0116654896757131,190.0,188.0,0.8461545651015623,0.16666666666666663,0.9676244172110054,0.8992582130450782,0.125,0.0,True,True,1.0,rich,None,,,,,,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,1.1342371810324287e-11,0.0024726231566067243,0.9975273768320508
dig,stay,,,,5,2,1,,4.0,5,,0.9056489245833338,188.0,186.0,0.7056489245833337,0.16666666666666663,,0.8452723296111115,0.07142857142857142,0.0,True,True,1.0,rich,None,1.0,False,0.0,False,1.0,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,2.0529287773348863e-08,0.18242552006129026,0.817574459409422
decide,stay,,,,5,2,1,,4.0,5,,0.9056489245833338,188.0,186.0,0.8116654896757132,0.16666666666666663,0.9617640918217536,0.8452723296111115,0.07142857142857142,0.0,True,True,1.0,rich,None,,,,,,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,2.0529287773348863e-08,0.18242552006129026,0.817574459409422
dig,stay,,,,6,2,1,,5.0,6,,0.0,186.0,184.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,True,True,0.0,rich,None,1.0,True,1.0,True,,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
decide,stay,,,,6,2,1,,5.0,6,,0.0,186.0,184.0,0.7056489245833337,0.16666666666666663,0.9367257021661994,0.0,0.0,0.0,True,True,0.0,rich,None,,,,,,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,7,2,0,,5.0,6,,0.0,184.0,180.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,7,2,0,180.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,8,1,0,,5.0,6,,0.0,180.0,176.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,8,1,0,176.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,9,2,0,,5.0,6,,0.0,176.0,172.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,9,2,0,172.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,10,1,0,,5.0,6,,0.0,172.0,168.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,10,1,0,168.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,11,2,0,,5.0,6,,0.0,168.0,164.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,11,2,0,164.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,12,2,1,,5.0,6,,0.0,164.0,160.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,12,2,1,160.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,13,2,2,,5.0,6,,0.0,160.0,156.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,13,2,2,156.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,14,2,1,,5.0,6,,0.0,156.0,152.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,14,2,1,152.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,15,2,0,,5.0,6,,0.0,152.0,148.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,15,2,0,148.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,16,2,1,,5.0,6,,0.0,148.0,144.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,16,2,1,144.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,17,2,0,,5.0,6,,0.0,144.0,140.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,17,2,0,140.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,18,1,0,,5.0,6,,0.0,140.0,136.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,18,1,0,136.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,19,2,0,,5.0,6,,0.0,136.0,132.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,19,2,0,132.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,20,2,1,,5.0,6,,0.0,132.0,128.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,20,2,1,128.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,21,2,2,,5.0,6,,0.0,128.0,124.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,21,2,2,124.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,22,1,2,,5.0,6,,0.0,124.0,120.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,22,1,2,120.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,23,0,2,,5.0,6,,0.0,120.0,116.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,23,0,2,116.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,24,1,2,,5.0,6,,0.0,116.0,112.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,24,1,2,112.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,25,2,2,,5.0,6,,0.0,112.0,108.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,25,2,2,108.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,26,1,2,,5.0,6,,0.0,108.0,104.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,26,1,2,104.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,27,0,2,,5.0,6,,0.0,104.0,100.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,27,0,2,100.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,28,1,2,,5.0,6,,0.0,100.0,96.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,28,1,2,96.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,29,0,2,,5.0,6,,0.0,96.0,92.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,29,0,2,92.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,30,1,2,,5.0,6,,0.0,92.0,88.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,30,1,2,88.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,31,2,2,,5.0,6,,0.0,88.0,84.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,31,2,2,84.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,32,1,2,,5.0,6,,0.0,84.0,80.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,32,1,2,80.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,33,0,2,,5.0,6,,0.0,80.0,76.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,33,0,2,76.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,34,1,2,,5.0,6,,0.0,76.0,72.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,34,1,2,72.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,35,0,2,,5.0,6,,0.0,72.0,68.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,35,0,2,68.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,36,1,2,,5.0,6,,0.0,68.0,64.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,36,1,2,64.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,37,2,2,,5.0,6,,0.0,64.0,60.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,37,2,2,60.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,38,2,1,,5.0,6,,0.0,60.0,56.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,38,2,1,56.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,39,2,0,,5.0,6,,0.0,56.0,52.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,39,2,0,52.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,40,2,1,,5.0,6,,0.0,52.0,48.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,40,2,1,48.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,41,2,0,,5.0,6,,0.0,48.0,44.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,41,2,0,44.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,42,2,1,,5.0,6,,0.0,44.0,40.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
